Gattung,GewogenAm,TVD,GewichtBezahlt
640 - SPG Stierkalb,2021-09-10,120.1654.6307.5,74
640 - SPG Stierkalb,2021-09-10,120.1615.9907.5,74
640 - SPG Stierkalb,2021-09-10,120.1636.8430.4,75
640 - SPG Stierkalb,2021-09-10,120.1564.8375.4,75
640 - SPG Stierkalb,2021-09-10,120.1615.9905.1,75
640 - SPG Stierkalb,2021-09-10,120.1634.1788.9,75
650 - SPG Kuhkalb,2021-09-10,120.1618.3864.8,75
650 - SPG Kuhkalb,2021-09-10,120.1650.7342.7,75
650 - SPG Kuhkalb,2021-09-10,120.1579.4976.1,75
650 - SPG Kuhkalb,2021-09-10,120.1480.5950.9,75
650 - SPG Kuhkalb,2021-09-10,120.1648.4382.3,75
650 - SPG Kuhkalb,2021-09-10,120.1641.4538.5,75
650 - SPG Kuhkalb,2021-09-10,120.1588.2288.9,75
640 - SPG Stierkalb,2021-09-10,120.1654.6305.1,76
640 - SPG Stierkalb,2021-09-10,120.1587.8450.7,76
640 - SPG Stierkalb,2021-09-10,120.1651.2492.1,76
650 - SPG Kuhkalb,2021-09-10,120.1601.5766.5,76
640 - SPG Stierkalb,2021-09-10,120.1585.8529.6,77
640 - SPG Stierkalb,2021-09-10,120.1567.2248.8,77
640 - SPG Stierkalb,2021-09-10,120.1639.7113.8,77
640 - SPG Stierkalb,2021-09-10,120.1656.9416.5,77
650 - SPG Kuhkalb,2021-09-10,120.1652.4935.8,77
650 - SPG Kuhkalb,2021-09-10,120.1516.8481.1,77
640 - SPG Stierkalb,2021-09-10,120.1636.8431.1,78
640 - SPG Stierkalb,2021-09-10,120.1631.8873.4,78
640 - SPG Stierkalb,2021-09-10,120.1608.8084.6,78
640 - SPG Stierkalb,2021-09-10,120.1588.2289.6,78
640 - SPG Stierkalb,2021-09-10,120.1544.1495.8,79
650 - SPG Kuhkalb,2021-09-10,120.1622.6367.8,79
650 - SPG Kuhkalb,2021-09-10,120.1585.8528.9,79
650 - SPG Kuhkalb,2021-09-10,120.1636.8426.7,79
640 - SPG Stierkalb,2021-09-10,120.1618.3861.7,80
640 - SPG Stierkalb,2021-09-10,120.1644.4181.4,80
640 - SPG Stierkalb,2021-09-10,120.1616.1953.7,80
640 - SPG Stierkalb,2021-09-10,120.1546.6655.5,80
640 - SPG Stierkalb,2021-09-10,120.1546.6656.2,80
640 - SPG Stierkalb,2021-09-10,120.1602.5926.0,80
640 - SPG Stierkalb,2021-09-10,120.1640.0023.3,80
640 - SPG Stierkalb,2021-09-10,120.1632.5210.7,80
640 - SPG Stierkalb,2021-09-10,120.1531.5253.0,80
640 - SPG Stierkalb,2021-09-10,120.1531.5251.6,80
640 - SPG Stierkalb,2021-09-10,120.1573.7369.6,80
640 - SPG Stierkalb,2021-09-10,120.1586.1038.7,80
640 - SPG Stierkalb,2021-09-10,120.1620.5170.1,80
640 - SPG Stierkalb,2021-09-10,120.1617.6223.3,80
640 - SPG Stierkalb,2021-09-10,120.1523.9607.2,80
640 - SPG Stierkalb,2021-09-10,120.1564.8372.3,80
640 - SPG Stierkalb,2021-09-10,120.1566.3999.1,80
640 - SPG Stierkalb,2021-09-10,120.1648.4384.7,80
640 - SPG Stierkalb,2021-09-10,120.1615.9902.0,80
640 - SPG Stierkalb,2021-09-10,120.1591.5989.2,80
640 - SPG Stierkalb,2021-09-10,120.1565.2613.0,80
640 - SPG Stierkalb,2021-09-10,120.1592.3559.6,80
640 - SPG Stierkalb,2021-09-10,120.1589.1553.6,80
640 - SPG Stierkalb,2021-09-10,120.1440.0040.6,80
640 - SPG Stierkalb,2021-09-10,120.1505.5790.1,80
640 - SPG Stierkalb,2021-09-10,120.1646.9309.1,80
640 - SPG Stierkalb,2021-09-10,120.1622.0192.2,80
640 - SPG Stierkalb,2021-09-10,120.1607.1787.6,80
640 - SPG Stierkalb,2021-09-10,120.1626.6479.6,80
640 - SPG Stierkalb,2021-09-10,120.1554.5930.9,80
640 - SPG Stierkalb,2021-09-10,120.1572.0020.6,80
640 - SPG Stierkalb,2021-09-10,120.1651.2494.5,80
640 - SPG Stierkalb,2021-09-10,120.1621.8357.0,80
640 - SPG Stierkalb,2021-09-10,120.1588.2290.2,80
640 - SPG Stierkalb,2021-09-10,120.1630.1814.7,80
640 - SPG Stierkalb,2021-09-10,120.1615.6300.7,80
640 - SPG Stierkalb,2021-09-10,120.1645.9014.7,80
640 - SPG Stierkalb,2021-09-10,120.1624.3669.0,80
640 - SPG Stierkalb,2021-09-10,120.1597.9597.7,80
650 - SPG Kuhkalb,2021-09-10,120.1616.3675.6,80
650 - SPG Kuhkalb,2021-09-10,120.1462.3336.9,80
650 - SPG Kuhkalb,2021-09-10,120.1633.0970.2,80
650 - SPG Kuhkalb,2021-09-10,120.1588.3575.9,80
650 - SPG Kuhkalb,2021-09-10,120.1584.2403.8,80
650 - SPG Kuhkalb,2021-09-10,120.1602.3089.4,80
650 - SPG Kuhkalb,2021-09-10,120.1642.6149.8,80
650 - SPG Kuhkalb,2021-09-10,120.1640.0013.4,80
650 - SPG Kuhkalb,2021-09-10,120.1641.4662.7,80
650 - SPG Kuhkalb,2021-09-10,120.1513.8926.6,80
650 - SPG Kuhkalb,2021-09-10,120.1638.4440.1,80
650 - SPG Kuhkalb,2021-09-10,120.1635.8328.7,80
650 - SPG Kuhkalb,2021-09-10,120.1562.9878.5,80
650 - SPG Kuhkalb,2021-09-10,120.1563.2840.6,80
650 - SPG Kuhkalb,2021-09-10,120.1622.1547.9,80
650 - SPG Kuhkalb,2021-09-10,120.1594.5540.6,80
650 - SPG Kuhkalb,2021-09-10,120.1601.5762.7,80
650 - SPG Kuhkalb,2021-09-10,120.1601.5765.8,80
650 - SPG Kuhkalb,2021-09-10,120.1607.7470.1,80
650 - SPG Kuhkalb,2021-09-10,120.1612.5901.6,80
650 - SPG Kuhkalb,2021-09-10,120.1591.5988.5,80
650 - SPG Kuhkalb,2021-09-10,120.1618.6364.0,80
650 - SPG Kuhkalb,2021-09-10,120.1560.6899.9,80
650 - SPG Kuhkalb,2021-09-10,120.1646.9308.4,80
650 - SPG Kuhkalb,2021-09-10,120.1557.9144.7,80
650 - SPG Kuhkalb,2021-09-10,120.1554.5926.2,80
650 - SPG Kuhkalb,2021-09-10,120.1554.5925.5,80
650 - SPG Kuhkalb,2021-09-10,120.1572.0016.9,80
650 - SPG Kuhkalb,2021-09-10,120.1588.2296.4,80
640 - SPG Stierkalb,2021-09-15,120.1403.1251.0,77
640 - SPG Stierkalb,2021-09-15,120.1403.1248.0,79
640 - SPG Stierkalb,2021-09-15,120.1522.7359.5,80
640 - SPG Stierkalb,2021-09-15,120.1434.3477.6,80
640 - SPG Stierkalb,2021-09-15,120.1654.6309.9,80
650 - SPG Kuhkalb,2021-09-15,120.1434.3475.2,80
640 - SPG Stierkalb,2021-09-16,120.1640.6550.8,51
650 - SPG Kuhkalb,2021-09-16,120.1636.5601.1,73
640 - SPG Stierkalb,2021-09-16,120.1636.5600.4,80
640 - SPG Stierkalb,2021-09-17,120.1638.4992.5,53
650 - SPG Kuhkalb,2021-09-17,120.1650.5580.5,54
650 - SPG Kuhkalb,2021-09-17,120.1591.7465.9,56
650 - SPG Kuhkalb,2021-09-17,120.1617.6761.0,58
640 - SPG Stierkalb,2021-09-17,120.1650.5581.2,60
650 - SPG Kuhkalb,2021-09-17,120.1636.8192.1,60
650 - SPG Kuhkalb,2021-09-17,120.1656.1516.0,60
650 - SPG Kuhkalb,2021-09-17,120.1656.1517.7,60
640 - SPG Stierkalb,2021-09-17,120.1652.2445.4,62
650 - SPG Kuhkalb,2021-09-17,120.1609.3603.1,64
650 - SPG Kuhkalb,2021-09-17,120.1608.3110.7,65
640 - SPG Stierkalb,2021-09-17,120.1652.2444.7,66
640 - SPG Stierkalb,2021-09-17,120.1649.1072.3,66
650 - SPG Kuhkalb,2021-09-17,120.1595.3330.2,66
640 - SPG Stierkalb,2021-09-17,120.1639.5062.1,67
640 - SPG Stierkalb,2021-09-17,120.1574.7628.1,67
640 - SPG Stierkalb,2021-09-17,120.1636.6049.0,67
640 - SPG Stierkalb,2021-09-17,120.1652.2443.0,68
640 - SPG Stierkalb,2021-09-17,120.1595.9435.8,70
640 - SPG Stierkalb,2021-09-17,120.1652.3779.9,70
640 - SPG Stierkalb,2021-09-17,120.1660.1891.5,70
640 - SPG Stierkalb,2021-09-17,120.1562.9860.0,70
640 - SPG Stierkalb,2021-09-17,120.1588.2191.2,70
640 - SPG Stierkalb,2021-09-17,120.1596.6724.3,70
650 - SPG Kuhkalb,2021-09-17,120.1613.3909.1,70
650 - SPG Kuhkalb,2021-09-17,120.1625.5992.4,70
650 - SPG Kuhkalb,2021-09-17,120.1618.3865.5,70
640 - SPG Stierkalb,2021-09-17,120.1606.2325.2,71
650 - SPG Kuhkalb,2021-09-17,120.1639.5058.4,71
650 - SPG Kuhkalb,2021-09-17,120.1587.8330.2,71
650 - SPG Kuhkalb,2021-09-17,120.1645.0373.4,71
650 - SPG Kuhkalb,2021-09-17,120.1628.8938.0,71
650 - SPG Kuhkalb,2021-09-17,120.1620.6728.3,71
650 - SPG Kuhkalb,2021-09-17,120.1579.4977.8,71
650 - SPG Kuhkalb,2021-09-17,120.1607.7471.8,72
650 - SPG Kuhkalb,2021-09-17,120.1615.9909.9,72
650 - SPG Kuhkalb,2021-09-17,120.1659.8451.8,72
640 - SPG Stierkalb,2021-09-17,120.1613.2053.2,73
640 - SPG Stierkalb,2021-09-17,120.1646.7888.3,73
640 - SPG Stierkalb,2021-09-17,120.1620.6730.6,73
650 - SPG Kuhkalb,2021-09-17,120.1607.7468.8,73
650 - SPG Kuhkalb,2021-09-17,120.1599.3413.0,73
650 - SPG Kuhkalb,2021-09-17,120.1652.4936.5,73
650 - SPG Kuhkalb,2021-09-17,120.1659.8452.5,73
640 - SPG Stierkalb,2021-09-17,120.1644.9281.6,74
640 - SPG Stierkalb,2021-09-17,120.1612.5365.6,74
650 - SPG Kuhkalb,2021-09-17,120.1609.3604.8,74
650 - SPG Kuhkalb,2021-09-17,120.1635.8846.6,74
640 - SPG Stierkalb,2021-09-17,120.1574.9865.8,75
640 - SPG Stierkalb,2021-09-17,120.1624.1431.5,75
640 - SPG Stierkalb,2021-09-17,120.1546.3885.9,75
640 - SPG Stierkalb,2021-09-17,120.1599.3411.6,76
640 - SPG Stierkalb,2021-09-17,120.1615.9908.2,76
650 - SPG Kuhkalb,2021-09-17,120.1562.9876.1,76
650 - SPG Kuhkalb,2021-09-17,120.1615.9906.8,76
650 - SPG Kuhkalb,2021-09-17,120.1544.2764.4,76
650 - SPG Kuhkalb,2021-09-17,120.1618.3860.0,76
640 - SPG Stierkalb,2021-09-17,120.1590.2587.6,77
640 - SPG Stierkalb,2021-09-17,120.1632.3722.7,77
650 - SPG Kuhkalb,2021-09-17,120.1641.4667.2,77
650 - SPG Kuhkalb,2021-09-17,120.1609.3609.3,77
640 - SPG Stierkalb,2021-09-17,120.1601.8673.3,78
640 - SPG Stierkalb,2021-09-17,120.1635.4673.2,78
640 - SPG Stierkalb,2021-09-17,120.1608.3109.1,78
640 - SPG Stierkalb,2021-09-17,120.1650.3428.2,78
650 - SPG Kuhkalb,2021-09-17,120.1642.9742.8,78
650 - SPG Kuhkalb,2021-09-17,120.1553.0779.2,78
650 - SPG Kuhkalb,2021-09-17,120.1549.6801.7,78
640 - SPG Stierkalb,2021-09-17,120.1586.1041.7,79
640 - SPG Stierkalb,2021-09-17,120.1574.3036.8,79
640 - SPG Stierkalb,2021-09-17,120.1549.6802.4,79
650 - SPG Kuhkalb,2021-09-17,120.1642.6150.4,79
650 - SPG Kuhkalb,2021-09-17,120.1516.6199.7,79
640 - SPG Stierkalb,2021-09-17,120.1586.1042.4,80
640 - SPG Stierkalb,2021-09-17,120.1608.4429.9,80
640 - SPG Stierkalb,2021-09-17,120.1602.0201.3,80
640 - SPG Stierkalb,2021-09-17,120.1591.9467.1,80
640 - SPG Stierkalb,2021-09-17,120.1644.8843.7,80
640 - SPG Stierkalb,2021-09-17,120.1661.7256.3,80
640 - SPG Stierkalb,2021-09-17,120.1613.3910.7,80
640 - SPG Stierkalb,2021-09-17,120.1538.8078.5,80
640 - SPG Stierkalb,2021-09-17,120.1538.8079.2,80
640 - SPG Stierkalb,2021-09-17,120.1566.4002.7,80
640 - SPG Stierkalb,2021-09-17,120.1607.7469.5,80
640 - SPG Stierkalb,2021-09-17,120.1605.1815.2,80
640 - SPG Stierkalb,2021-09-17,120.1642.9743.5,80
640 - SPG Stierkalb,2021-09-17,120.1643.4242.5,80
640 - SPG Stierkalb,2021-09-17,120.1441.6237.1,80
640 - SPG Stierkalb,2021-09-17,120.1521.7610.0,80
640 - SPG Stierkalb,2021-09-17,120.1570.7848.5,80
640 - SPG Stierkalb,2021-09-17,120.1638.7694.5,80
640 - SPG Stierkalb,2021-09-17,120.1623.7662.0,80
640 - SPG Stierkalb,2021-09-17,120.1614.2084.3,80
640 - SPG Stierkalb,2021-09-17,120.1614.2083.6,80
640 - SPG Stierkalb,2021-09-17,120.1592.9721.1,80
640 - SPG Stierkalb,2021-09-17,120.1605.0922.8,80
640 - SPG Stierkalb,2021-09-17,120.1622.0418.3,80
640 - SPG Stierkalb,2021-09-17,120.1648.6298.5,80
640 - SPG Stierkalb,2021-09-17,120.1639.8241.7,80
640 - SPG Stierkalb,2021-09-17,120.1652.4932.7,80
640 - SPG Stierkalb,2021-09-17,120.1652.4934.1,80
640 - SPG Stierkalb,2021-09-17,120.1638.4442.5,80
640 - SPG Stierkalb,2021-09-17,120.1623.2795.0,80
640 - SPG Stierkalb,2021-09-17,120.1646.7887.6,80
640 - SPG Stierkalb,2021-09-17,120.1544.2763.7,80
640 - SPG Stierkalb,2021-09-17,120.1625.4981.9,80
640 - SPG Stierkalb,2021-09-17,120.1643.3496.3,80
640 - SPG Stierkalb,2021-09-17,120.1642.6897.8,80
640 - SPG Stierkalb,2021-09-17,120.1565.4674.9,80
640 - SPG Stierkalb,2021-09-17,120.1652.5134.4,80
640 - SPG Stierkalb,2021-09-17,120.1652.5133.7,80
640 - SPG Stierkalb,2021-09-17,120.1582.3590.0,80
640 - SPG Stierkalb,2021-09-17,120.1582.3591.7,80
640 - SPG Stierkalb,2021-09-17,120.1644.8347.0,80
640 - SPG Stierkalb,2021-09-17,120.1627.5259.2,80
640 - SPG Stierkalb,2021-09-17,120.1603.0660.5,80
640 - SPG Stierkalb,2021-09-17,120.1628.4917.9,80
640 - SPG Stierkalb,2021-09-17,120.1583.4718.4,80
640 - SPG Stierkalb,2021-09-17,120.1565.8199.3,80
640 - SPG Stierkalb,2021-09-17,120.1586.2810.8,80
640 - SPG Stierkalb,2021-09-17,120.1577.4110.5,80
650 - SPG Kuhkalb,2021-09-17,120.1624.1874.0,80
650 - SPG Kuhkalb,2021-09-17,120.1625.6028.9,80
650 - SPG Kuhkalb,2021-09-17,120.1607.6872.4,80
650 - SPG Kuhkalb,2021-09-17,120.1551.1883.1,80
650 - SPG Kuhkalb,2021-09-17,120.1524.5503.8,80
650 - SPG Kuhkalb,2021-09-17,120.1592.9984.0,80
650 - SPG Kuhkalb,2021-09-17,120.1596.2239.6,80
650 - SPG Kuhkalb,2021-09-17,120.1653.5321.5,80
650 - SPG Kuhkalb,2021-09-17,120.1650.0156.7,80
650 - SPG Kuhkalb,2021-09-17,120.1612.5902.3,80
650 - SPG Kuhkalb,2021-09-17,120.1615.0159.7,80
650 - SPG Kuhkalb,2021-09-17,120.1600.2936.8,80
650 - SPG Kuhkalb,2021-09-17,120.1505.5791.8,80
650 - SPG Kuhkalb,2021-09-17,120.1625.6621.2,80
650 - SPG Kuhkalb,2021-09-17,120.1644.6152.2,80
650 - SPG Kuhkalb,2021-09-17,120.1639.8242.4,80
650 - SPG Kuhkalb,2021-09-17,120.1450.4595.6,80
650 - SPG Kuhkalb,2021-09-17,120.1645.5845.1,80
650 - SPG Kuhkalb,2021-09-17,120.1609.3602.4,80
650 - SPG Kuhkalb,2021-09-17,120.1585.5110.9,80
650 - SPG Kuhkalb,2021-09-17,120.1623.2794.3,80
650 - SPG Kuhkalb,2021-09-17,120.1553.0780.8,80
650 - SPG Kuhkalb,2021-09-17,120.1651.4823.1,80
650 - SPG Kuhkalb,2021-09-17,120.1609.4108.0,80
650 - SPG Kuhkalb,2021-09-17,120.1645.9016.1,80
650 - SPG Kuhkalb,2021-09-17,120.1652.5135.1,80
650 - SPG Kuhkalb,2021-09-17,120.1601.7218.7,80
650 - SPG Kuhkalb,2021-09-17,120.1617.1613.7,80
650 - SPG Kuhkalb,2021-09-17,120.1613.3639.7,80
650 - SPG Kuhkalb,2021-09-24,120.1377.8451.1,55
640 - SPG Stierkalb,2021-09-24,120.1658.6041.6,61
650 - SPG Kuhkalb,2021-09-24,120.1650.1056.9,63
650 - SPG Kuhkalb,2021-09-24,120.1646.1661.8,65
650 - SPG Kuhkalb,2021-09-24,120.1206.2529.6,66
640 - SPG Stierkalb,2021-09-24,120.1587.6145.4,68
650 - SPG Kuhkalb,2021-09-24,120.1538.8080.8,69
640 - SPG Stierkalb,2021-09-24,120.1631.1320.0,70
640 - SPG Stierkalb,2021-09-24,120.1377.8450.4,70
640 - SPG Stierkalb,2021-09-24,120.1644.8350.0,70
650 - SPG Kuhkalb,2021-09-24,120.1651.4824.8,70
650 - SPG Kuhkalb,2021-09-24,120.1369.8749.4,70
650 - SPG Kuhkalb,2021-09-24,120.1606.2692.5,70
650 - SPG Kuhkalb,2021-09-24,120.1541.6680.2,70
640 - SPG Stierkalb,2021-09-24,120.1620.6726.9,71
