Gattung,GewogenAm,TVD,GewichtBezahlt
640 - SPG Stierkalb,2018-11-16,120.1324.9644.0,71
640 - SPG Stierkalb,2018-11-16,120.1408.1403.8,71
640 - SPG Stierkalb,2018-11-16,120.1471.0535.1,71
650 - SPG Kuhkalb,2018-11-16,120.1445.1155.1,71
650 - SPG Kuhkalb,2018-11-16,120.1462.7333.4,71
650 - SPG Kuhkalb,2018-11-16,120.1402.9973.6,71
650 - SPG Kuhkalb,2018-11-16,120.1407.6687.0,71
640 - SPG Stierkalb,2018-11-16,120.1427.8934.1,72
640 - SPG Stierkalb,2018-11-16,120.1455.3785.7,72
640 - SPG Stierkalb,2018-11-16,120.1414.8094.2,72
650 - SPG Kuhkalb,2018-11-16,120.1316.5910.5,72
650 - SPG Kuhkalb,2018-11-16,120.1446.5002.1,72
650 - SPG Kuhkalb,2018-11-16,120.1375.1670.9,72
650 - SPG Kuhkalb,2018-11-16,120.1394.3529.9,72
650 - SPG Kuhkalb,2018-11-16,120.1310.6179.3,72
640 - SPG Stierkalb,2018-11-16,120.1312.1803.6,73
640 - SPG Stierkalb,2018-11-16,120.1405.0211.9,73
640 - SPG Stierkalb,2018-11-16,120.1414.8095.9,73
640 - SPG Stierkalb,2018-11-16,120.1471.0532.0,73
650 - SPG Kuhkalb,2018-11-16,120.1462.7988.6,73
650 - SPG Kuhkalb,2018-11-16,120.1449.9602.0,73
650 - SPG Kuhkalb,2018-11-16,120.1462.7331.0,73
650 - SPG Kuhkalb,2018-11-16,120.1469.9467.3,73
650 - SPG Kuhkalb,2018-11-16,120.1453.2636.9,73
640 - SPG Stierkalb,2018-11-16,120.1470.7935.5,74
640 - SPG Stierkalb,2018-11-16,120.1408.1409.0,74
640 - SPG Stierkalb,2018-11-16,120.1467.6243.2,74
640 - SPG Stierkalb,2018-11-16,120.1433.0055.2,74
650 - SPG Kuhkalb,2018-11-16,120.1391.9843.9,74
650 - SPG Kuhkalb,2018-11-16,120.1442.0298.5,74
640 - SPG Stierkalb,2018-11-16,120.1439.5028.3,75
640 - SPG Stierkalb,2018-11-16,120.1421.2003.8,75
640 - SPG Stierkalb,2018-11-16,120.1451.5630.0,75
640 - SPG Stierkalb,2018-11-16,120.1451.5629.4,75
640 - SPG Stierkalb,2018-11-16,120.1312.1801.2,75
640 - SPG Stierkalb,2018-11-16,120.1240.0134.8,75
640 - SPG Stierkalb,2018-11-16,120.1442.1974.7,75
640 - SPG Stierkalb,2018-11-16,120.1442.1975.4,75
640 - SPG Stierkalb,2018-11-16,120.1438.6252.4,75
640 - SPG Stierkalb,2018-11-16,120.1461.4357.6,75
640 - SPG Stierkalb,2018-11-16,120.1383.2103.6,75
640 - SPG Stierkalb,2018-11-16,120.1406.1615.1,75
640 - SPG Stierkalb,2018-11-16,120.1431.9520.2,75
640 - SPG Stierkalb,2018-11-16,120.1444.9844.9,75
640 - SPG Stierkalb,2018-11-16,120.1418.6596.1,75
640 - SPG Stierkalb,2018-11-16,120.1456.0243.2,75
640 - SPG Stierkalb,2018-11-16,120.1421.8637.9,75
640 - SPG Stierkalb,2018-11-16,120.1447.2898.0,75
640 - SPG Stierkalb,2018-11-16,120.1447.2899.7,75
640 - SPG Stierkalb,2018-11-16,120.1451.2599.3,75
640 - SPG Stierkalb,2018-11-16,120.1453.8147.4,75
640 - SPG Stierkalb,2018-11-16,120.1400.2675.2,75
640 - SPG Stierkalb,2018-11-16,120.1440.0877.8,75
640 - SPG Stierkalb,2018-11-16,120.1312.7775.0,75
640 - SPG Stierkalb,2018-11-16,120.1443.7701.0,75
640 - SPG Stierkalb,2018-11-16,120.1405.0210.2,75
640 - SPG Stierkalb,2018-11-16,120.1373.8980.8,75
640 - SPG Stierkalb,2018-11-16,120.1419.1898.8,75
640 - SPG Stierkalb,2018-11-16,120.1454.6653.9,75
640 - SPG Stierkalb,2018-11-16,120.1407.6690.0,75
640 - SPG Stierkalb,2018-11-16,120.1461.2576.3,75
640 - SPG Stierkalb,2018-11-16,120.1408.1408.3,75
640 - SPG Stierkalb,2018-11-16,120.1366.3714.6,75
640 - SPG Stierkalb,2018-11-16,120.1459.6071.6,75
640 - SPG Stierkalb,2018-11-16,120.1459.6072.3,75
640 - SPG Stierkalb,2018-11-16,120.1362.5745.0,75
640 - SPG Stierkalb,2018-11-16,120.1249.6810.8,75
640 - SPG Stierkalb,2018-11-16,120.1463.8047.6,75
640 - SPG Stierkalb,2018-11-16,120.1411.7625.8,75
640 - SPG Stierkalb,2018-11-16,120.1372.0723.2,75
640 - SPG Stierkalb,2018-11-16,120.1462.2191.5,75
640 - SPG Stierkalb,2018-11-16,120.1464.0681.7,75
640 - SPG Stierkalb,2018-11-16,120.1354.7285.4,75
650 - SPG Kuhkalb,2018-11-16,120.1439.0909.0,75
650 - SPG Kuhkalb,2018-11-16,120.1439.0913.7,75
650 - SPG Kuhkalb,2018-11-16,120.1265.9807.5,75
650 - SPG Kuhkalb,2018-11-16,120.1265.9808.2,75
650 - SPG Kuhkalb,2018-11-16,120.1364.4840.7,75
650 - SPG Kuhkalb,2018-11-16,120.1431.9521.9,75
650 - SPG Kuhkalb,2018-11-16,120.1418.6595.4,75
650 - SPG Kuhkalb,2018-11-16,120.1435.1879.7,75
650 - SPG Kuhkalb,2018-11-16,120.1435.1881.0,75
650 - SPG Kuhkalb,2018-11-16,120.1457.9477.9,75
650 - SPG Kuhkalb,2018-11-16,120.1447.2897.3,75
650 - SPG Kuhkalb,2018-11-16,120.1448.1156.9,75
650 - SPG Kuhkalb,2018-11-16,120.1448.1154.5,75
650 - SPG Kuhkalb,2018-11-16,120.1404.4298.9,75
650 - SPG Kuhkalb,2018-11-16,120.1404.4297.2,75
650 - SPG Kuhkalb,2018-11-16,120.1440.0875.4,75
650 - SPG Kuhkalb,2018-11-16,120.1428.8802.0,75
650 - SPG Kuhkalb,2018-11-16,120.1378.3389.9,75
650 - SPG Kuhkalb,2018-11-16,120.1378.3391.2,75
650 - SPG Kuhkalb,2018-11-16,120.1425.7370.4,75
650 - SPG Kuhkalb,2018-11-16,120.1343.7705.1,75
650 - SPG Kuhkalb,2018-11-16,120.1462.7372.3,75
650 - SPG Kuhkalb,2018-11-16,120.1428.6002.6,75
650 - SPG Kuhkalb,2018-11-16,120.1329.4042.4,75
650 - SPG Kuhkalb,2018-11-16,120.1454.6652.2,75
650 - SPG Kuhkalb,2018-11-16,120.1428.9244.7,75
650 - SPG Kuhkalb,2018-11-16,120.1394.5912.7,75
650 - SPG Kuhkalb,2018-11-16,120.1408.1404.5,75
650 - SPG Kuhkalb,2018-11-16,120.1468.8417.2,75
650 - SPG Kuhkalb,2018-11-16,120.1410.0328.8,75
650 - SPG Kuhkalb,2018-11-16,120.1449.4001.6,75
650 - SPG Kuhkalb,2018-11-16,120.1458.6358.1,75
650 - SPG Kuhkalb,2018-11-16,120.1379.5973.5,75
650 - SPG Kuhkalb,2018-11-16,120.1346.9120.1,75
650 - SPG Kuhkalb,2018-11-23,120.1415.1946.8,57
640 - SPG Stierkalb,2018-11-23,120.1421.1511.9,60
640 - SPG Stierkalb,2018-11-23,120.1457.6271.6,60
650 - SPG Kuhkalb,2018-11-23,120.1386.9703.2,60
650 - SPG Kuhkalb,2018-11-23,120.1428.6089.7,60
640 - SPG Stierkalb,2018-11-23,120.1416.9639.8,61
650 - SPG Kuhkalb,2018-11-23,120.1470.7933.1,63
650 - SPG Kuhkalb,2018-11-23,120.1470.7934.8,63
650 - SPG Kuhkalb,2018-11-23,120.1391.1445.3,63
650 - SPG Kuhkalb,2018-11-23,120.1444.9610.0,63
640 - SPG Stierkalb,2018-11-23,120.1386.9702.5,64
650 - SPG Kuhkalb,2018-11-23,120.1310.6177.9,65
640 - SPG Stierkalb,2018-11-23,120.1380.9499.2,66
650 - SPG Kuhkalb,2018-11-23,120.1446.5842.3,66
650 - SPG Kuhkalb,2018-11-23,120.1455.3786.4,66
640 - SPG Stierkalb,2018-11-23,120.1449.3007.9,67
640 - SPG Stierkalb,2018-11-23,120.1449.3008.6,67
650 - SPG Kuhkalb,2018-11-23,120.1428.6087.3,67
650 - SPG Kuhkalb,2018-11-23,120.1425.3889.5,68
650 - SPG Kuhkalb,2018-11-23,120.1427.4861.4,68
650 - SPG Kuhkalb,2018-11-23,120.1391.1444.6,68
650 - SPG Kuhkalb,2018-11-23,120.1310.6174.8,68
650 - SPG Kuhkalb,2018-11-23,120.1437.5675.5,68
640 - SPG Stierkalb,2018-11-23,120.1364.8916.5,69
640 - SPG Stierkalb,2018-11-23,120.1395.0596.1,70
640 - SPG Stierkalb,2018-11-23,120.1395.7602.2,70
640 - SPG Stierkalb,2018-11-23,120.1459.3528.8,70
650 - SPG Kuhkalb,2018-11-23,120.1414.5591.9,70
640 - SPG Stierkalb,2018-11-23,120.1418.8942.4,71
640 - SPG Stierkalb,2018-11-23,120.1363.3705.3,71
650 - SPG Kuhkalb,2018-11-23,120.1312.1804.3,71
650 - SPG Kuhkalb,2018-11-23,120.1448.4905.0,71
650 - SPG Kuhkalb,2018-11-23,120.1446.5843.0,71
650 - SPG Kuhkalb,2018-11-23,120.1379.6540.8,71
650 - SPG Kuhkalb,2018-11-23,120.1436.3423.7,71
640 - SPG Stierkalb,2018-11-23,120.1448.4906.7,72
640 - SPG Stierkalb,2018-11-23,120.1414.5593.3,72
640 - SPG Stierkalb,2018-11-23,120.1395.6963.5,72
640 - SPG Stierkalb,2018-11-23,120.1418.8892.2,72
650 - SPG Kuhkalb,2018-11-23,120.1400.9956.5,72
650 - SPG Kuhkalb,2018-11-23,120.1464.0686.2,72
640 - SPG Stierkalb,2018-11-23,120.1443.8254.0,73
640 - SPG Stierkalb,2018-11-23,120.1406.5641.6,73
640 - SPG Stierkalb,2018-11-23,120.1419.9239.1,73
640 - SPG Stierkalb,2018-11-23,120.1451.3150.5,73
650 - SPG Kuhkalb,2018-11-23,120.1444.9609.4,73
640 - SPG Stierkalb,2018-11-23,120.1456.0246.3,74
640 - SPG Stierkalb,2018-11-23,120.1426.2650.9,74
640 - SPG Stierkalb,2018-11-23,120.1402.7899.1,74
650 - SPG Kuhkalb,2018-11-23,120.1377.7830.5,74
640 - SPG Stierkalb,2018-11-23,120.1443.3508.9,75
640 - SPG Stierkalb,2018-11-23,120.1428.8548.7,75
640 - SPG Stierkalb,2018-11-23,120.1358.9038.2,75
640 - SPG Stierkalb,2018-11-23,120.1405.2784.6,75
640 - SPG Stierkalb,2018-11-23,120.1418.8941.7,75
640 - SPG Stierkalb,2018-11-23,120.1378.3390.5,75
640 - SPG Stierkalb,2018-11-23,120.1393.0304.8,75
640 - SPG Stierkalb,2018-11-23,120.1403.8550.7,75
640 - SPG Stierkalb,2018-11-23,120.1403.8551.4,75
640 - SPG Stierkalb,2018-11-23,120.1471.1260.1,75
640 - SPG Stierkalb,2018-11-23,120.1364.8918.9,75
640 - SPG Stierkalb,2018-11-23,120.1457.2781.4,75
640 - SPG Stierkalb,2018-11-23,120.1414.5592.6,75
640 - SPG Stierkalb,2018-11-23,120.1331.8030.0,75
640 - SPG Stierkalb,2018-11-23,120.1459.0695.0,75
640 - SPG Stierkalb,2018-11-23,120.1456.0247.0,75
640 - SPG Stierkalb,2018-11-23,120.1435.7727.5,75
640 - SPG Stierkalb,2018-11-23,120.1446.1621.8,75
640 - SPG Stierkalb,2018-11-23,120.1446.1622.5,75
640 - SPG Stierkalb,2018-11-23,120.1451.2600.6,75
640 - SPG Stierkalb,2018-11-23,120.1388.8580.4,75
640 - SPG Stierkalb,2018-11-23,120.1425.8381.9,75
640 - SPG Stierkalb,2018-11-23,120.1352.9428.9,75
640 - SPG Stierkalb,2018-11-23,120.1420.5889.8,75
640 - SPG Stierkalb,2018-11-23,120.1425.0555.2,75
640 - SPG Stierkalb,2018-11-23,120.1426.2647.9,75
640 - SPG Stierkalb,2018-11-23,120.1458.4579.2,75
640 - SPG Stierkalb,2018-11-23,120.1458.4578.5,75
640 - SPG Stierkalb,2018-11-23,120.1448.1397.6,75
640 - SPG Stierkalb,2018-11-23,120.1391.5777.1,75
640 - SPG Stierkalb,2018-11-23,120.1375.9501.8,75
640 - SPG Stierkalb,2018-11-23,120.1411.7627.2,75
640 - SPG Stierkalb,2018-11-23,120.1288.6685.1,75
640 - SPG Stierkalb,2018-11-23,120.1421.1691.8,75
640 - SPG Stierkalb,2018-11-23,120.1455.3445.0,75
640 - SPG Stierkalb,2018-11-23,120.1435.5563.1,75
640 - SPG Stierkalb,2018-11-23,120.1418.8891.5,75
640 - SPG Stierkalb,2018-11-23,120.1317.3082.8,75
650 - SPG Kuhkalb,2018-11-23,120.1405.2783.9,75
650 - SPG Kuhkalb,2018-11-23,120.1457.0500.3,75
650 - SPG Kuhkalb,2018-11-23,120.1424.3757.0,75
650 - SPG Kuhkalb,2018-11-23,120.1440.9851.9,75
650 - SPG Kuhkalb,2018-11-23,120.1415.1947.5,75
650 - SPG Kuhkalb,2018-11-23,120.1427.0448.1,75
650 - SPG Kuhkalb,2018-11-23,120.1389.6671.8,75
650 - SPG Kuhkalb,2018-11-23,120.1425.3890.1,75
650 - SPG Kuhkalb,2018-11-23,120.1431.9522.6,75
650 - SPG Kuhkalb,2018-11-23,120.1448.1157.6,75
650 - SPG Kuhkalb,2018-11-23,120.1403.1937.3,75
650 - SPG Kuhkalb,2018-11-23,120.1403.1936.6,75
650 - SPG Kuhkalb,2018-11-23,120.1381.2545.0,75
650 - SPG Kuhkalb,2018-11-23,120.1425.8380.2,75
650 - SPG Kuhkalb,2018-11-23,120.1425.8379.6,75
650 - SPG Kuhkalb,2018-11-23,120.1352.9425.8,75
650 - SPG Kuhkalb,2018-11-23,120.1420.5886.7,75
650 - SPG Kuhkalb,2018-11-23,120.1438.5408.6,75
650 - SPG Kuhkalb,2018-11-23,120.1391.7520.1,75
650 - SPG Kuhkalb,2018-11-23,120.1444.8770.2,75
650 - SPG Kuhkalb,2018-11-23,120.1455.1470.4,75
650 - SPG Kuhkalb,2018-11-23,120.1411.7626.5,75
650 - SPG Kuhkalb,2018-11-23,120.1446.4737.3,75
650 - SPG Kuhkalb,2018-11-23,120.1455.3446.7,75
650 - SPG Kuhkalb,2018-11-23,120.1439.6143.2,75
650 - SPG Kuhkalb,2018-11-23,120.1439.6142.5,75
650 - SPG Kuhkalb,2018-11-23,120.1410.0327.1,75
640 - SPG Stierkalb,2018-11-26,120.1376.6636.7,75
640 - SPG Stierkalb,2018-11-26,120.1376.6637.4,75
640 - SPG Stierkalb,2018-11-28,120.1338.4076.1,75
650 - SPG Kuhkalb,2018-11-29,120.1435.9043.4,75
640 - SPG Stierkalb,2018-11-30,120.1474.1708.9,45
650 - SPG Kuhkalb,2018-11-30,120.1445.8300.8,56
640 - SPG Stierkalb,2018-11-30,120.1415.7691.1,60
640 - SPG Stierkalb,2018-11-30,120.1317.8513.2,61
650 - SPG Kuhkalb,2018-11-30,120.1390.9410.6,64
640 - SPG Stierkalb,2018-11-30,120.1370.2645.1,65
640 - SPG Stierkalb,2018-11-30,120.1463.7003.3,65
640 - SPG Stierkalb,2018-11-30,120.1458.6616.2,66
640 - SPG Stierkalb,2018-11-30,120.1466.6656.3,66
640 - SPG Stierkalb,2018-11-30,120.1404.4280.4,66
650 - SPG Kuhkalb,2018-11-30,120.1317.8517.0,66
650 - SPG Kuhkalb,2018-11-30,120.1425.3887.1,66
640 - SPG Stierkalb,2018-11-30,120.1382.8862.9,67
640 - SPG Stierkalb,2018-11-30,120.1389.6870.5,68
650 - SPG Kuhkalb,2018-11-30,120.1462.5733.4,68
650 - SPG Kuhkalb,2018-11-30,120.1462.4305.4,68
650 - SPG Kuhkalb,2018-11-30,120.1441.3045.5,69
640 - SPG Stierkalb,2018-11-30,120.1370.2644.4,70
640 - SPG Stierkalb,2018-11-30,120.1451.7771.8,70
640 - SPG Stierkalb,2018-11-30,120.1457.9479.3,70
650 - SPG Kuhkalb,2018-11-30,120.1466.9596.9,70
650 - SPG Kuhkalb,2018-11-30,120.1362.7199.9,70
650 - SPG Kuhkalb,2018-11-30,120.1393.7287.7,70
650 - SPG Kuhkalb,2018-11-30,120.1440.0881.5,70
650 - SPG Kuhkalb,2018-11-30,120.1454.0992.5,70
650 - SPG Kuhkalb,2018-11-30,120.1457.4790.4,70
640 - SPG Stierkalb,2018-11-30,120.1435.4589.2,71
640 - SPG Stierkalb,2018-11-30,120.1395.1423.9,71
640 - SPG Stierkalb,2018-11-30,120.1397.2332.7,71
640 - SPG Stierkalb,2018-11-30,120.1463.5312.8,71
640 - SPG Stierkalb,2018-11-30,120.1446.0966.1,71
640 - SPG Stierkalb,2018-11-30,120.1446.0964.7,71
650 - SPG Kuhkalb,2018-11-30,120.1317.8515.6,71
640 - SPG Stierkalb,2018-11-30,120.1329.3244.3,72
640 - SPG Stierkalb,2018-11-30,120.1458.1416.3,72
650 - SPG Kuhkalb,2018-11-30,120.1419.1527.7,72
640 - SPG Stierkalb,2018-11-30,120.1463.8049.0,73
640 - SPG Stierkalb,2018-11-30,120.1416.0659.5,73
650 - SPG Kuhkalb,2018-11-30,120.1272.0337.4,73
650 - SPG Kuhkalb,2018-11-30,120.1457.4791.1,73
650 - SPG Kuhkalb,2018-11-30,120.1418.4028.9,73
640 - SPG Stierkalb,2018-11-30,120.1404.7610.6,74
640 - SPG Stierkalb,2018-11-30,120.1346.1493.4,74
640 - SPG Stierkalb,2018-11-30,120.1448.4908.1,74
640 - SPG Stierkalb,2018-11-30,120.1422.1157.6,74
650 - SPG Kuhkalb,2018-11-30,120.1371.9881.3,74
640 - SPG Stierkalb,2018-11-30,120.1474.4570.9,75
640 - SPG Stierkalb,2018-11-30,120.1435.4590.8,75
640 - SPG Stierkalb,2018-11-30,120.1445.6268.3,75
640 - SPG Stierkalb,2018-11-30,120.1456.3316.0,75
640 - SPG Stierkalb,2018-11-30,120.1317.8519.4,75
640 - SPG Stierkalb,2018-11-30,120.1388.6907.1,75
640 - SPG Stierkalb,2018-11-30,120.1415.2695.4,75
640 - SPG Stierkalb,2018-11-30,120.1462.2092.5,75
640 - SPG Stierkalb,2018-11-30,120.1423.9399.9,75
640 - SPG Stierkalb,2018-11-30,120.1423.9397.5,75
640 - SPG Stierkalb,2018-11-30,120.1461.4359.0,75
640 - SPG Stierkalb,2018-11-30,120.1462.9270.0,75
640 - SPG Stierkalb,2018-11-30,120.1435.1884.1,75
640 - SPG Stierkalb,2018-11-30,120.1435.1883.4,75
640 - SPG Stierkalb,2018-11-30,120.1425.3884.0,75
640 - SPG Stierkalb,2018-11-30,120.1346.1492.7,75
640 - SPG Stierkalb,2018-11-30,120.1397.2331.0,75
640 - SPG Stierkalb,2018-11-30,120.1391.7519.5,75
640 - SPG Stierkalb,2018-11-30,120.1461.6824.1,75
640 - SPG Stierkalb,2018-11-30,120.1314.7270.4,75
640 - SPG Stierkalb,2018-11-30,120.1421.8634.8,75
640 - SPG Stierkalb,2018-11-30,120.1457.9480.9,75
640 - SPG Stierkalb,2018-11-30,120.1453.9274.6,75
640 - SPG Stierkalb,2018-11-30,120.1377.7827.5,75
640 - SPG Stierkalb,2018-11-30,120.1440.0879.2,75
640 - SPG Stierkalb,2018-11-30,120.1404.4299.6,75
640 - SPG Stierkalb,2018-11-30,120.1404.4300.9,75
640 - SPG Stierkalb,2018-11-30,120.1389.4303.0,75
640 - SPG Stierkalb,2018-11-30,120.1426.3856.4,75
640 - SPG Stierkalb,2018-11-30,120.1406.7457.1,75
640 - SPG Stierkalb,2018-11-30,120.1361.3898.8,75
640 - SPG Stierkalb,2018-11-30,120.1446.4302.3,75
640 - SPG Stierkalb,2018-11-30,120.1378.7636.0,75
640 - SPG Stierkalb,2018-11-30,120.1461.2578.7,75
640 - SPG Stierkalb,2018-11-30,120.1415.2370.0,75
640 - SPG Stierkalb,2018-11-30,120.1466.4194.2,75
640 - SPG Stierkalb,2018-11-30,120.1433.0062.0,75
640 - SPG Stierkalb,2018-11-30,120.1305.6058.7,75
640 - SPG Stierkalb,2018-11-30,120.1410.0331.8,75
640 - SPG Stierkalb,2018-11-30,120.1410.0332.5,75
640 - SPG Stierkalb,2018-11-30,120.1446.0962.3,75
640 - SPG Stierkalb,2018-11-30,120.1446.0963.0,75
640 - SPG Stierkalb,2018-11-30,120.1419.1899.5,75
640 - SPG Stierkalb,2018-11-30,120.1419.1900.8,75
640 - SPG Stierkalb,2018-11-30,120.1375.9776.0,75
640 - SPG Stierkalb,2018-11-30,120.1438.4182.6,75
640 - SPG Stierkalb,2018-11-30,120.1436.3996.6,75
640 - SPG Stierkalb,2018-11-30,120.1448.1734.9,75
640 - SPG Stierkalb,2018-11-30,120.1421.8244.9,75
640 - SPG Stierkalb,2018-11-30,120.1365.4058.3,75
650 - SPG Kuhkalb,2018-11-30,120.1432.1447.7,75
650 - SPG Kuhkalb,2018-11-30,120.1432.1448.4,75
650 - SPG Kuhkalb,2018-11-30,120.1428.7481.8,75
650 - SPG Kuhkalb,2018-11-30,120.1423.9400.2,75
650 - SPG Kuhkalb,2018-11-30,120.1472.5867.5,75
650 - SPG Kuhkalb,2018-11-30,120.1425.3885.7,75
650 - SPG Kuhkalb,2018-11-30,120.1371.9882.0,75
650 - SPG Kuhkalb,2018-11-30,120.1393.7280.8,75
650 - SPG Kuhkalb,2018-11-30,120.1459.0696.7,75
650 - SPG Kuhkalb,2018-11-30,120.1429.4199.2,75
650 - SPG Kuhkalb,2018-11-30,120.1429.4198.5,75
650 - SPG Kuhkalb,2018-11-30,120.1458.6615.5,75
650 - SPG Kuhkalb,2018-11-30,120.1460.9488.5,75
650 - SPG Kuhkalb,2018-11-30,120.1387.0825.7,75
650 - SPG Kuhkalb,2018-11-30,120.1394.5915.8,75
650 - SPG Kuhkalb,2018-11-30,120.1466.4192.8,75
650 - SPG Kuhkalb,2018-11-30,120.1433.0063.7,75
650 - SPG Kuhkalb,2018-11-30,120.1468.8416.5,75
650 - SPG Kuhkalb,2018-11-30,120.1433.0585.4,75
650 - SPG Kuhkalb,2018-11-30,120.1435.5564.8,75
650 - SPG Kuhkalb,2018-11-30,120.1411.7628.9,75
640 - SPG Stierkalb,2018-12-03,120.1407.8367.9,68
640 - SPG Stierkalb,2018-12-05,120.1362.3286.0,75
640 - SPG Stierkalb,2018-12-05,120.1362.3285.3,75
650 - SPG Kuhkalb,2018-12-07,120.1418.8946.2,52
650 - SPG Kuhkalb,2018-12-07,120.1439.3124.4,53
640 - SPG Stierkalb,2018-12-07,120.1391.2974.7,57
640 - SPG Stierkalb,2018-12-07,120.1398.9688.5,57
650 - SPG Kuhkalb,2018-12-07,120.1449.2478.8,58
650 - SPG Kuhkalb,2018-12-07,120.1449.2479.5,59
640 - SPG Stierkalb,2018-12-07,120.1365.3727.9,60
650 - SPG Kuhkalb,2018-12-07,120.1419.6726.9,60
640 - SPG Stierkalb,2018-12-07,120.1431.3416.4,61
640 - SPG Stierkalb,2018-12-07,120.1446.4203.3,61
650 - SPG Kuhkalb,2018-12-07,120.1474.0415.7,62
640 - SPG Stierkalb,2018-12-07,120.1398.9687.8,63
640 - SPG Stierkalb,2018-12-07,120.1447.1431.0,64
640 - SPG Stierkalb,2018-12-07,120.1438.4226.7,64
650 - SPG Kuhkalb,2018-12-07,120.1312.1802.9,64
640 - SPG Stierkalb,2018-12-07,120.1452.8408.9,65
640 - SPG Stierkalb,2018-12-07,120.1418.5801.7,65
650 - SPG Kuhkalb,2018-12-07,120.1374.1683.2,65
650 - SPG Kuhkalb,2018-12-07,120.1374.1684.9,65
650 - SPG Kuhkalb,2018-12-07,120.1444.9988.0,65
650 - SPG Kuhkalb,2018-12-07,120.1455.9170.5,65
650 - SPG Kuhkalb,2018-12-07,120.1452.8409.6,65
650 - SPG Kuhkalb,2018-12-07,120.1418.8944.8,65
640 - SPG Stierkalb,2018-12-07,120.1467.6244.9,66
640 - SPG Stierkalb,2018-12-07,120.1418.8943.1,66
650 - SPG Kuhkalb,2018-12-07,120.1418.8948.6,66
640 - SPG Stierkalb,2018-12-07,120.1133.0344.6,67
640 - SPG Stierkalb,2018-12-07,120.1471.1261.8,67
640 - SPG Stierkalb,2018-12-07,120.1471.1698.2,67
650 - SPG Kuhkalb,2018-12-07,120.1408.5994.7,67
650 - SPG Kuhkalb,2018-12-07,120.1441.1998.6,67
650 - SPG Kuhkalb,2018-12-07,120.1440.0885.3,67
640 - SPG Stierkalb,2018-12-07,120.1400.2679.0,68
640 - SPG Stierkalb,2018-12-07,120.1449.2480.1,68
650 - SPG Kuhkalb,2018-12-07,120.1448.1158.3,68
650 - SPG Kuhkalb,2018-12-07,120.1367.1019.1,68
640 - SPG Stierkalb,2018-12-07,120.1418.8947.9,69
650 - SPG Kuhkalb,2018-12-07,120.1238.8005.0,69
640 - SPG Stierkalb,2018-12-07,120.1391.2973.0,70
640 - SPG Stierkalb,2018-12-07,120.1439.9281.8,70
640 - SPG Stierkalb,2018-12-07,120.1444.9987.3,70
640 - SPG Stierkalb,2018-12-07,120.1393.7809.1,70
650 - SPG Kuhkalb,2018-12-07,120.1446.4202.6,70
650 - SPG Kuhkalb,2018-12-07,120.1386.6720.2,70
640 - SPG Stierkalb,2018-12-07,120.1477.6721.4,71
640 - SPG Stierkalb,2018-12-07,120.1471.1695.1,71
650 - SPG Kuhkalb,2018-12-07,120.1429.2689.0,71
650 - SPG Kuhkalb,2018-12-07,120.1310.6180.9,71
650 - SPG Kuhkalb,2018-12-07,120.1381.6246.2,71
650 - SPG Kuhkalb,2018-12-07,120.1444.8773.3,71
640 - SPG Stierkalb,2018-12-07,120.1448.5626.3,72
640 - SPG Stierkalb,2018-12-07,120.1431.3415.7,72
640 - SPG Stierkalb,2018-12-07,120.1433.0281.5,72
640 - SPG Stierkalb,2018-12-07,120.1409.8824.1,72
650 - SPG Kuhkalb,2018-12-07,120.1387.2632.9,72
650 - SPG Kuhkalb,2018-12-07,120.1350.6913.9,72
650 - SPG Kuhkalb,2018-12-07,120.1474.5045.1,72
650 - SPG Kuhkalb,2018-12-07,120.1459.3529.5,72
640 - SPG Stierkalb,2018-12-07,120.1445.6270.6,73
640 - SPG Stierkalb,2018-12-07,120.1471.1263.2,73
640 - SPG Stierkalb,2018-12-07,120.1457.4792.8,73
640 - SPG Stierkalb,2018-12-07,120.1447.1648.2,73
650 - SPG Kuhkalb,2018-12-07,120.1440.9373.6,73
650 - SPG Kuhkalb,2018-12-07,120.1421.9150.2,73
650 - SPG Kuhkalb,2018-12-07,120.1439.0469.9,73
650 - SPG Kuhkalb,2018-12-07,120.1418.8945.5,73
640 - SPG Stierkalb,2018-12-07,120.1443.3510.2,74
640 - SPG Stierkalb,2018-12-07,120.1426.4845.7,74
640 - SPG Stierkalb,2018-12-07,120.0341.1463.3,74
640 - SPG Stierkalb,2018-12-07,120.1427.3752.6,75
640 - SPG Stierkalb,2018-12-07,120.1457.6273.0,75
640 - SPG Stierkalb,2018-12-07,120.1456.2682.7,75
640 - SPG Stierkalb,2018-12-07,120.1419.7277.5,75
640 - SPG Stierkalb,2018-12-07,120.1445.6273.7,75
640 - SPG Stierkalb,2018-12-07,120.1384.2234.4,75
640 - SPG Stierkalb,2018-12-07,120.1384.2233.7,75
640 - SPG Stierkalb,2018-12-07,120.1378.6009.3,75
640 - SPG Stierkalb,2018-12-07,120.1395.5854.7,75
640 - SPG Stierkalb,2018-12-07,120.1408.2207.1,75
640 - SPG Stierkalb,2018-12-07,120.1446.1623.2,75
640 - SPG Stierkalb,2018-12-07,120.1446.1624.9,75
640 - SPG Stierkalb,2018-12-07,120.1396.7731.6,75
640 - SPG Stierkalb,2018-12-07,120.1424.3759.4,75
640 - SPG Stierkalb,2018-12-07,120.1245.7395.1,75
640 - SPG Stierkalb,2018-12-07,120.1413.8079.2,75
